File name,Drug
mpimg_L12012-1_T0-Cardiac-Fluorouracil-0660_S27_R2_001.fastq.gz.md5,
mpimg_L12022-1_T72-Cardiac-Fluorouracil-0670-therapeutic_S28_R1_001.fastq.gz,
mpimg_L12022-1_T72-Cardiac-Fluorouracil-0670-therapeutic_S28_R1_001.fastq.gz.md5,
mpimg_L12022-1_T72-Cardiac-Fluorouracil-0670-therapeutic_S28_R2_001.fastq.gz,
mpimg_L12022-1_T72-Cardiac-Fluorouracil-0670-therapeutic_S28_R2_001.fastq.gz.md5,
mpimg_L12023-1_T72-Cardiac-Fluorouracil-0671-therapeutic_S29_R1_001.fastq.gz,
mpimg_L12023-1_T72-Cardiac-Fluorouracil-0671-therapeutic_S29_R1_001.fastq.gz.md5,
mpimg_L12023-1_T72-Cardiac-Fluorouracil-0671-therapeutic_S29_R2_001.fastq.gz,
mpimg_L12023-1_T72-Cardiac-Fluorouracil-0671-therapeutic_S29_R2_001.fastq.gz.md5,
mpimg_L12024-1_T72-Cardiac-Fluorouracil-0672-therapeutic_S30_R1_001.fastq.gz,
mpimg_L12024-1_T72-Cardiac-Fluorouracil-0672-therapeutic_S30_R1_001.fastq.gz.md5,
mpimg_L12024-1_T72-Cardiac-Fluorouracil-0672-therapeutic_S30_R2_001.fastq.gz,
mpimg_L12024-1_T72-Cardiac-Fluorouracil-0672-therapeutic_S30_R2_001.fastq.gz.md5,
mpimg_L12025-1_T168-Cardiac-Fluorouracil-0673-therapeutic_S31_R1_001.fastq.gz,
mpimg_L12025-1_T168-Cardiac-Fluorouracil-0673-therapeutic_S31_R1_001.fastq.gz.md5,
mpimg_L12025-1_T168-Cardiac-Fluorouracil-0673-therapeutic_S31_R2_001.fastq.gz,
mpimg_L12025-1_T168-Cardiac-Fluorouracil-0673-therapeutic_S31_R2_001.fastq.gz.md5,
mpimg_L12026-1_T168-Cardiac-Fluorouracil-0674-therapeutic_S32_R1_001.fastq.gz,
mpimg_L12026-1_T168-Cardiac-Fluorouracil-0674-therapeutic_S32_R1_001.fastq.gz.md5,
mpimg_L12026-1_T168-Cardiac-Fluorouracil-0674-therapeutic_S32_R2_001.fastq.gz,
mpimg_L12026-1_T168-Cardiac-Fluorouracil-0674-therapeutic_S32_R2_001.fastq.gz.md5,
mpimg_L12027-1_T168-Cardiac-Fluorouracil-0675-therapeutic_S33_R1_001.fastq.gz,
mpimg_L12027-1_T168-Cardiac-Fluorouracil-0675-therapeutic_S33_R1_001.fastq.gz.md5,
mpimg_L12027-1_T168-Cardiac-Fluorouracil-0675-therapeutic_S33_R2_001.fastq.gz,
mpimg_L12027-1_T168-Cardiac-Fluorouracil-0675-therapeutic_S33_R2_001.fastq.gz.md5,
mpimg_L12043-1_T72-Cardiac-Fluorouracil-0691-toxic_S34_R1_001.fastq.gz,
mpimg_L12043-1_T72-Cardiac-Fluorouracil-0691-toxic_S34_R1_001.fastq.gz.md5,
mpimg_L12043-1_T72-Cardiac-Fluorouracil-0691-toxic_S34_R2_001.fastq.gz,
mpimg_L12043-1_T72-Cardiac-Fluorouracil-0691-toxic_S34_R2_001.fastq.gz.md5,
mpimg_L12044-1_T72-Cardiac-Fluorouracil-0692-toxic_S35_R1_001.fastq.gz,
mpimg_L12044-1_T72-Cardiac-Fluorouracil-0692-toxic_S35_R1_001.fastq.gz.md5,
mpimg_L12044-1_T72-Cardiac-Fluorouracil-0692-toxic_S35_R2_001.fastq.gz,
mpimg_L12044-1_T72-Cardiac-Fluorouracil-0692-toxic_S35_R2_001.fastq.gz.md5,
mpimg_L12045-1_T72-Cardiac-Fluorouracil-0693-toxic_S36_R1_001.fastq.gz,
mpimg_L12045-1_T72-Cardiac-Fluorouracil-0693-toxic_S36_R1_001.fastq.gz.md5,
mpimg_L12045-1_T72-Cardiac-Fluorouracil-0693-toxic_S36_R2_001.fastq.gz,
mpimg_L12045-1_T72-Cardiac-Fluorouracil-0693-toxic_S36_R2_001.fastq.gz.md5,
mpimg_L12046-1_T168-Cardiac-Fluorouracil-0694-toxic_S1_R1_001.fastq.gz,
mpimg_L12046-1_T168-Cardiac-Fluorouracil-0694-toxic_S1_R1_001.fastq.gz.md5,
mpimg_L12046-1_T168-Cardiac-Fluorouracil-0694-toxic_S1_R2_001.fastq.gz,
mpimg_L12046-1_T168-Cardiac-Fluorouracil-0694-toxic_S1_R2_001.fastq.gz.md5,
mpimg_L12047-1_T168-Cardiac-Fluorouracil-0695-toxic_S2_R1_001.fastq.gz,
mpimg_L12047-1_T168-Cardiac-Fluorouracil-0695-toxic_S2_R1_001.fastq.gz.md5,
mpimg_L12047-1_T168-Cardiac-Fluorouracil-0695-toxic_S2_R2_001.fastq.gz,
mpimg_L12047-1_T168-Cardiac-Fluorouracil-0695-toxic_S2_R2_001.fastq.gz.md5,
mpimg_L12048-1_T168-Cardiac-Fluorouracil-0696-toxic_S3_R1_001.fastq.gz,
mpimg_L12048-1_T168-Cardiac-Fluorouracil-0696-toxic_S3_R1_001.fastq.gz.md5,
mpimg_L12048-1_T168-Cardiac-Fluorouracil-0696-toxic_S3_R2_001.fastq.gz,
mpimg_L12048-1_T168-Cardiac-Fluorouracil-0696-toxic_S3_R2_001.fastq.gz.md5,
mpimg_L12056-1_T0-Cyclosporin-A-0784_S4_R1_001.fastq.gz,
mpimg_L12056-1_T0-Cyclosporin-A-0784_S4_R1_001.fastq.gz.md5,
mpimg_L12056-1_T0-Cyclosporin-A-0784_S4_R2_001.fastq.gz,
mpimg_L12056-1_T0-Cyclosporin-A-0784_S4_R2_001.fastq.gz.md5,
mpimg_L12057-1_T0-Cyclosporin-A-0785_S5_R1_001.fastq.gz,
mpimg_L12057-1_T0-Cyclosporin-A-0785_S5_R1_001.fastq.gz.md5,
mpimg_L12057-1_T0-Cyclosporin-A-0785_S5_R2_001.fastq.gz,
mpimg_L12057-1_T0-Cyclosporin-A-0785_S5_R2_001.fastq.gz.md5,
mpimg_L12058-1_T0-Cyclosporin-A-0786_S6_R1_001.fastq.gz,
mpimg_L12058-1_T0-Cyclosporin-A-0786_S6_R1_001.fastq.gz.md5,
mpimg_L12058-1_T0-Cyclosporin-A-0786_S6_R2_001.fastq.gz,
mpimg_L12058-1_T0-Cyclosporin-A-0786_S6_R2_001.fastq.gz.md5,
mpimg_L12068-1_T72-Cyclosporin-A-0796-therapeutic_S7_R1_001.fastq.gz,
mpimg_L12068-1_T72-Cyclosporin-A-0796-therapeutic_S7_R1_001.fastq.gz.md5,
mpimg_L12068-1_T72-Cyclosporin-A-0796-therapeutic_S7_R2_001.fastq.gz,
mpimg_L12068-1_T72-Cyclosporin-A-0796-therapeutic_S7_R2_001.fastq.gz.md5,
mpimg_L12069-1_T72-Cyclosporin-A-0797-therapeutic_S8_R1_001.fastq.gz,
mpimg_L12069-1_T72-Cyclosporin-A-0797-therapeutic_S8_R1_001.fastq.gz.md5,
mpimg_L12069-1_T72-Cyclosporin-A-0797-therapeutic_S8_R2_001.fastq.gz,
mpimg_L12069-1_T72-Cyclosporin-A-0797-therapeutic_S8_R2_001.fastq.gz.md5,
mpimg_L12070-1_T72-Cyclosporin-A-0798-therapeutic_S9_R1_001.fastq.gz,
mpimg_L12070-1_T72-Cyclosporin-A-0798-therapeutic_S9_R1_001.fastq.gz.md5,
mpimg_L12070-1_T72-Cyclosporin-A-0798-therapeutic_S9_R2_001.fastq.gz,
mpimg_L12070-1_T72-Cyclosporin-A-0798-therapeutic_S9_R2_001.fastq.gz.md5,
mpimg_L12071-1_T168-Cyclosporin-A-0799-therapeutic_S10_R1_001.fastq.gz,
mpimg_L12071-1_T168-Cyclosporin-A-0799-therapeutic_S10_R1_001.fastq.gz.md5,
mpimg_L12071-1_T168-Cyclosporin-A-0799-therapeutic_S10_R2_001.fastq.gz,
mpimg_L12071-1_T168-Cyclosporin-A-0799-therapeutic_S10_R2_001.fastq.gz.md5,
mpimg_L12072-1_T168-Cyclosporin-A-0800-therapeutic_S11_R1_001.fastq.gz,
mpimg_L12072-1_T168-Cyclosporin-A-0800-therapeutic_S11_R1_001.fastq.gz.md5,
mpimg_L12072-1_T168-Cyclosporin-A-0800-therapeutic_S11_R2_001.fastq.gz,
mpimg_L12072-1_T168-Cyclosporin-A-0800-therapeutic_S11_R2_001.fastq.gz.md5,
mpimg_L12073-1_T168-Cyclosporin-A-0801-therapeutic_S12_R1_001.fastq.gz,
mpimg_L12073-1_T168-Cyclosporin-A-0801-therapeutic_S12_R1_001.fastq.gz.md5,
mpimg_L12073-1_T168-Cyclosporin-A-0801-therapeutic_S12_R2_001.fastq.gz,
mpimg_L12073-1_T168-Cyclosporin-A-0801-therapeutic_S12_R2_001.fastq.gz.md5,
mpimg_L12089-1_T72-Cyclosporin-A-0949-toxic_S13_R1_001.fastq.gz,
mpimg_L12089-1_T72-Cyclosporin-A-0949-toxic_S13_R1_001.fastq.gz.md5,
mpimg_L12089-1_T72-Cyclosporin-A-0949-toxic_S13_R2_001.fastq.gz,
mpimg_L12089-1_T72-Cyclosporin-A-0949-toxic_S13_R2_001.fastq.gz.md5,
mpimg_L12090-1_T72-Cyclosporin-A-0950-toxic_S14_R1_001.fastq.gz,
mpimg_L12090-1_T72-Cyclosporin-A-0950-toxic_S14_R1_001.fastq.gz.md5,
mpimg_L12090-1_T72-Cyclosporin-A-0950-toxic_S14_R2_001.fastq.gz,
mpimg_L12090-1_T72-Cyclosporin-A-0950-toxic_S14_R2_001.fastq.gz.md5,
mpimg_L12091-1_T72-Cyclosporin-A-0951-toxic_S15_R1_001.fastq.gz,
mpimg_L12091-1_T72-Cyclosporin-A-0951-toxic_S15_R1_001.fastq.gz.md5,
mpimg_L12091-1_T72-Cyclosporin-A-0951-toxic_S15_R2_001.fastq.gz,
mpimg_L12091-1_T72-Cyclosporin-A-0951-toxic_S15_R2_001.fastq.gz.md5,
mpimg_L12092-1_T168-Cyclosporin-A-0952-toxic_S16_R1_001.fastq.gz,
mpimg_L12092-1_T168-Cyclosporin-A-0952-toxic_S16_R1_001.fastq.gz.md5,
mpimg_L12092-1_T168-Cyclosporin-A-0952-toxic_S16_R2_001.fastq.gz,
mpimg_L12092-1_T168-Cyclosporin-A-0952-toxic_S16_R2_001.fastq.gz.md5,
mpimg_L12093-1_T168-Cyclosporin-A-0953-toxic_S17_R1_001.fastq.gz,
mpimg_L12093-1_T168-Cyclosporin-A-0953-toxic_S17_R1_001.fastq.gz.md5,
mpimg_L12093-1_T168-Cyclosporin-A-0953-toxic_S17_R2_001.fastq.gz,
mpimg_L12093-1_T168-Cyclosporin-A-0953-toxic_S17_R2_001.fastq.gz.md5,
mpimg_L12094-1_T168-Cyclosporin-A-0954-toxic_S18_R1_001.fastq.gz,
mpimg_L12094-1_T168-Cyclosporin-A-0954-toxic_S18_R1_001.fastq.gz.md5,
mpimg_L12094-1_T168-Cyclosporin-A-0954-toxic_S18_R2_001.fastq.gz,
mpimg_L12094-1_T168-Cyclosporin-A-0954-toxic_S18_R2_001.fastq.gz.md5,
mpimg_L12141-1_T0-Isoniazid-0895-therapeutic_S19_R1_001.fastq.gz,
mpimg_L12141-1_T0-Isoniazid-0895-therapeutic_S19_R1_001.fastq.gz.md5,
mpimg_L12141-1_T0-Isoniazid-0895-therapeutic_S19_R2_001.fastq.gz,
mpimg_L12141-1_T0-Isoniazid-0895-therapeutic_S19_R2_001.fastq.gz.md5,
mpimg_L12142-1_T0-Isoniazid-0896-therapeutic_S20_R1_001.fastq.gz,
mpimg_L12142-1_T0-Isoniazid-0896-therapeutic_S20_R1_001.fastq.gz.md5,
mpimg_L12142-1_T0-Isoniazid-0896-therapeutic_S20_R2_001.fastq.gz,
mpimg_L12142-1_T0-Isoniazid-0896-therapeutic_S20_R2_001.fastq.gz.md5,
mpimg_L12143-1_T0-Isoniazid-0897-therapeutic_S21_R1_001.fastq.gz,
mpimg_L12143-1_T0-Isoniazid-0897-therapeutic_S21_R1_001.fastq.gz.md5,
mpimg_L12143-1_T0-Isoniazid-0897-therapeutic_S21_R2_001.fastq.gz,
mpimg_L12143-1_T0-Isoniazid-0897-therapeutic_S21_R2_001.fastq.gz.md5,
mpimg_L12153-1_T72-Isoniazid-0907-therapeutic_S22_R1_001.fastq.gz,
mpimg_L12153-1_T72-Isoniazid-0907-therapeutic_S22_R1_001.fastq.gz.md5,
mpimg_L12153-1_T72-Isoniazid-0907-therapeutic_S22_R2_001.fastq.gz,
mpimg_L12153-1_T72-Isoniazid-0907-therapeutic_S22_R2_001.fastq.gz.md5,
mpimg_L12154-1_T72-Isoniazid-0908-therapeutic_S23_R1_001.fastq.gz,
mpimg_L12154-1_T72-Isoniazid-0908-therapeutic_S23_R1_001.fastq.gz.md5,
mpimg_L12154-1_T72-Isoniazid-0908-therapeutic_S23_R2_001.fastq.gz,
mpimg_L12154-1_T72-Isoniazid-0908-therapeutic_S23_R2_001.fastq.gz.md5,
mpimg_L12155-1_T72-Isoniazid-0909-therapeutic_S24_R1_001.fastq.gz,
mpimg_L12155-1_T72-Isoniazid-0909-therapeutic_S24_R1_001.fastq.gz.md5,
mpimg_L12155-1_T72-Isoniazid-0909-therapeutic_S24_R2_001.fastq.gz,
mpimg_L12155-1_T72-Isoniazid-0909-therapeutic_S24_R2_001.fastq.gz.md5,
mpimg_L12156-1_T168-Isoniazid-0910-therapeutic_S25_R1_001.fastq.gz,
mpimg_L12156-1_T168-Isoniazid-0910-therapeutic_S25_R1_001.fastq.gz.md5,
mpimg_L12156-1_T168-Isoniazid-0910-therapeutic_S25_R2_001.fastq.gz,
mpimg_L12156-1_T168-Isoniazid-0910-therapeutic_S25_R2_001.fastq.gz.md5,
mpimg_L12157-1_T168-Isoniazid-0911-therapeutic_S26_R1_001.fastq.gz,
mpimg_L12157-1_T168-Isoniazid-0911-therapeutic_S26_R1_001.fastq.gz.md5,
mpimg_L12157-1_T168-Isoniazid-0911-therapeutic_S26_R2_001.fastq.gz,
mpimg_L12157-1_T168-Isoniazid-0911-therapeutic_S26_R2_001.fastq.gz.md5,
mpimg_L12158-1_T168-Isoniazid-0912-therapeutic_S27_R1_001.fastq.gz,
mpimg_L12158-1_T168-Isoniazid-0912-therapeutic_S27_R1_001.fastq.gz.md5,
mpimg_L12158-1_T168-Isoniazid-0912-therapeutic_S27_R2_001.fastq.gz,
mpimg_L12158-1_T168-Isoniazid-0912-therapeutic_S27_R2_001.fastq.gz.md5,
mpimg_L12174-1_T72-Isoniazid-0994-toxic_R1_001.fastq.gz,
mpimg_L12174-1_T72-Isoniazid-0994-toxic_R1_001.fastq.gz.md5,
mpimg_L12174-1_T72-Isoniazid-0994-toxic_R2_001.fastq.gz,
mpimg_L12174-1_T72-Isoniazid-0994-toxic_R2_001.fastq.gz.md5,
mpimg_L12175-1_T72-Isoniazid-0995-toxic_R1_001.fastq.gz,
mpimg_L12175-1_T72-Isoniazid-0995-toxic_R1_001.fastq.gz.md5,
mpimg_L12175-1_T72-Isoniazid-0995-toxic_R2_001.fastq.gz,
mpimg_L12175-1_T72-Isoniazid-0995-toxic_R2_001.fastq.gz.md5,
mpimg_L12176-1_T72-Isoniazid-0996-toxic_R1_001.fastq.gz,
mpimg_L12176-1_T72-Isoniazid-0996-toxic_R1_001.fastq.gz.md5,
mpimg_L12176-1_T72-Isoniazid-0996-toxic_R2_001.fastq.gz,
mpimg_L12176-1_T72-Isoniazid-0996-toxic_R2_001.fastq.gz.md5,
mpimg_L12177-1_T168-Isoniazid-0997-toxic_R1_001.fastq.gz,
mpimg_L12177-1_T168-Isoniazid-0997-toxic_R1_001.fastq.gz.md5,
mpimg_L12177-1_T168-Isoniazid-0997-toxic_R2_001.fastq.gz,
mpimg_L12177-1_T168-Isoniazid-0997-toxic_R2_001.fastq.gz.md5,
mpimg_L12178-1_T168-Isoniazid-0998-toxic_R1_001.fastq.gz,
mpimg_L12178-1_T168-Isoniazid-0998-toxic_R1_001.fastq.gz.md5,
mpimg_L12178-1_T168-Isoniazid-0998-toxic_R2_001.fastq.gz,
mpimg_L12178-1_T168-Isoniazid-0998-toxic_R2_001.fastq.gz.md5,
mpimg_L12179-1_T168-Isoniazid-0999-toxic_R1_001.fastq.gz,
mpimg_L12179-1_T168-Isoniazid-0999-toxic_R1_001.fastq.gz.md5,
mpimg_L12179-1_T168-Isoniazid-0999-toxic_R2_001.fastq.gz,
mpimg_L12179-1_T168-Isoniazid-0999-toxic_R2_001.fastq.gz.md5,
mpimg_L12202-1_T72-ValproicAcid-0928-therapeutic_S34_R1_001.fastq.gz,
mpimg_L12202-1_T72-ValproicAcid-0928-therapeutic_S34_R1_001.fastq.gz.md5,
mpimg_L12202-1_T72-ValproicAcid-0928-therapeutic_S34_R2_001.fastq.gz,
mpimg_L12202-1_T72-ValproicAcid-0928-therapeutic_S34_R2_001.fastq.gz.md5,
mpimg_L12203-1_T72-ValproicAcid-0929-therapeutic_S35_R1_001.fastq.gz,
mpimg_L12203-1_T72-ValproicAcid-0929-therapeutic_S35_R1_001.fastq.gz.md5,
mpimg_L12203-1_T72-ValproicAcid-0929-therapeutic_S35_R2_001.fastq.gz,
mpimg_L12203-1_T72-ValproicAcid-0929-therapeutic_S35_R2_001.fastq.gz.md5,
mpimg_L12204-1_T72-ValproicAcid-0930-therapeutic_S36_R1_001.fastq.gz,
mpimg_L12204-1_T72-ValproicAcid-0930-therapeutic_S36_R1_001.fastq.gz.md5,
mpimg_L12204-1_T72-ValproicAcid-0930-therapeutic_S36_R2_001.fastq.gz,
mpimg_L12204-1_T72-ValproicAcid-0930-therapeutic_S36_R2_001.fastq.gz.md5,
mpimg_L12205-1_T168-ValproicAcid-0931-therapeutic_S37_R1_001.fastq.gz,
mpimg_L12205-1_T168-ValproicAcid-0931-therapeutic_S37_R1_001.fastq.gz.md5,
mpimg_L12205-1_T168-ValproicAcid-0931-therapeutic_S37_R2_001.fastq.gz,
mpimg_L12205-1_T168-ValproicAcid-0931-therapeutic_S37_R2_001.fastq.gz.md5,
mpimg_L12206-1_T168-ValproicAcid-0932-therapeutic_S38_R1_001.fastq.gz,
mpimg_L12206-1_T168-ValproicAcid-0932-therapeutic_S38_R1_001.fastq.gz.md5,
mpimg_L12206-1_T168-ValproicAcid-0932-therapeutic_S38_R2_001.fastq.gz,
mpimg_L12206-1_T168-ValproicAcid-0932-therapeutic_S38_R2_001.fastq.gz.md5,
mpimg_L12207-1_T168-ValproicAcid-0933-therapeutic_S39_R1_001.fastq.gz,
mpimg_L12207-1_T168-ValproicAcid-0933-therapeutic_S39_R1_001.fastq.gz.md5,
mpimg_L12207-1_T168-ValproicAcid-0933-therapeutic_S39_R2_001.fastq.gz,
mpimg_L12207-1_T168-ValproicAcid-0933-therapeutic_S39_R2_001.fastq.gz.md5,
mpimg_L12214-1_T0-ValproicAcid-0982-toxic_S40_R1_001.fastq.gz,
mpimg_L12214-1_T0-ValproicAcid-0982-toxic_S40_R1_001.fastq.gz.md5,
mpimg_L12214-1_T0-ValproicAcid-0982-toxic_S40_R2_001.fastq.gz,
mpimg_L12214-1_T0-ValproicAcid-0982-toxic_S40_R2_001.fastq.gz.md5,
mpimg_L12215-1_T0-ValproicAcid-0983-toxic_S41_R1_001.fastq.gz,
mpimg_L12215-1_T0-ValproicAcid-0983-toxic_S41_R1_001.fastq.gz.md5,
mpimg_L12215-1_T0-ValproicAcid-0983-toxic_S41_R2_001.fastq.gz,
mpimg_L12215-1_T0-ValproicAcid-0983-toxic_S41_R2_001.fastq.gz.md5,
mpimg_L12216-1_T0-ValproicAcid-0984-toxic_S42_R1_001.fastq.gz,
mpimg_L12216-1_T0-ValproicAcid-0984-toxic_S42_R1_001.fastq.gz.md5,
mpimg_L12216-1_T0-ValproicAcid-0984-toxic_S42_R2_001.fastq.gz,
mpimg_L12216-1_T0-ValproicAcid-0984-toxic_S42_R2_001.fastq.gz.md5,
mpimg_L12226-1_T72-ValproicAcid-1012-toxic_S43_R1_001.fastq.gz,
mpimg_L12226-1_T72-ValproicAcid-1012-toxic_S43_R1_001.fastq.gz.md5,
mpimg_L12226-1_T72-ValproicAcid-1012-toxic_S43_R2_001.fastq.gz,
mpimg_L12226-1_T72-ValproicAcid-1012-toxic_S43_R2_001.fastq.gz.md5,
mpimg_L12227-1_T72-ValproicAcid-1013-toxic_S37_R1_001.fastq.gz,
mpimg_L12227-1_T72-ValproicAcid-1013-toxic_S37_R1_001.fastq.gz.md5,
mpimg_L12227-1_T72-ValproicAcid-1013-toxic_S37_R2_001.fastq.gz,
mpimg_L12227-1_T72-ValproicAcid-1013-toxic_S37_R2_001.fastq.gz.md5,
mpimg_L12228-1_T72-ValproicAcid-1014-toxic_S38_R1_001.fastq.gz,
mpimg_L12228-1_T72-ValproicAcid-1014-toxic_S38_R1_001.fastq.gz.md5,
mpimg_L12228-1_T72-ValproicAcid-1014-toxic_S38_R2_001.fastq.gz,
mpimg_L12228-1_T72-ValproicAcid-1014-toxic_S38_R2_001.fastq.gz.md5,
mpimg_L12229-1_T168-ValproicAcid-1015-toxic_S39_R1_001.fastq.gz,
mpimg_L12229-1_T168-ValproicAcid-1015-toxic_S39_R1_001.fastq.gz.md5,
mpimg_L12229-1_T168-ValproicAcid-1015-toxic_S39_R2_001.fastq.gz,
mpimg_L12229-1_T168-ValproicAcid-1015-toxic_S39_R2_001.fastq.gz.md5,
mpimg_L12230-1_T168-ValproicAcid-1016-toxic_S40_R1_001.fastq.gz,
mpimg_L12230-1_T168-ValproicAcid-1016-toxic_S40_R1_001.fastq.gz.md5,
mpimg_L12230-1_T168-ValproicAcid-1016-toxic_S40_R2_001.fastq.gz,
mpimg_L12230-1_T168-ValproicAcid-1016-toxic_S40_R2_001.fastq.gz.md5,
mpimg_L12231-1_T168-ValproicAcid-1017-toxic_S41_R1_001.fastq.gz,
mpimg_L12231-1_T168-ValproicAcid-1017-toxic_S41_R1_001.fastq.gz.md5,
mpimg_L12231-1_T168-ValproicAcid-1017-toxic_S41_R2_001.fastq.gz,
mpimg_L12231-1_T168-ValproicAcid-1017-toxic_S41_R2_001.fastq.gz.md5,
mpimg_L12373-1_T0-Mitoxantrone-0808_S42_R1_001.fastq.gz,
mpimg_L12373-1_T0-Mitoxantrone-0808_S42_R1_001.fastq.gz.md5,
mpimg_L12373-1_T0-Mitoxantrone-0808_S42_R2_001.fastq.gz,
mpimg_L12373-1_T0-Mitoxantrone-0808_S42_R2_001.fastq.gz.md5,
mpimg_L12374-1_T0-Mitoxantrone-0809_S43_R1_001.fastq.gz,
mpimg_L12374-1_T0-Mitoxantrone-0809_S43_R1_001.fastq.gz.md5,
mpimg_L12374-1_T0-Mitoxantrone-0809_S43_R2_001.fastq.gz,
mpimg_L12374-1_T0-Mitoxantrone-0809_S43_R2_001.fastq.gz.md5,
mpimg_L12375-1_T0-Mitoxantrone-0810_S44_R1_001.fastq.gz,
mpimg_L12375-1_T0-Mitoxantrone-0810_S44_R1_001.fastq.gz.md5,
mpimg_L12375-1_T0-Mitoxantrone-0810_S44_R2_001.fastq.gz,
mpimg_L12375-1_T0-Mitoxantrone-0810_S44_R2_001.fastq.gz.md5,
mpimg_L12385-1_T72-Mitoxantrone-0820-therapeutic_S45_R1_001.fastq.gz,
mpimg_L12385-1_T72-Mitoxantrone-0820-therapeutic_S45_R1_001.fastq.gz.md5,
mpimg_L12385-1_T72-Mitoxantrone-0820-therapeutic_S45_R2_001.fastq.gz,
mpimg_L12385-1_T72-Mitoxantrone-0820-therapeutic_S45_R2_001.fastq.gz.md5,
mpimg_L12386-1_T72-Mitoxantrone-0821-therapeutic_S46_R1_001.fastq.gz,
mpimg_L12386-1_T72-Mitoxantrone-0821-therapeutic_S46_R1_001.fastq.gz.md5,
mpimg_L12386-1_T72-Mitoxantrone-0821-therapeutic_S46_R2_001.fastq.gz,
mpimg_L12386-1_T72-Mitoxantrone-0821-therapeutic_S46_R2_001.fastq.gz.md5,
mpimg_L12387-1_T72-Mitoxantrone-0822-therapeutic_S47_R1_001.fastq.gz,
mpimg_L12387-1_T72-Mitoxantrone-0822-therapeutic_S47_R1_001.fastq.gz.md5,
mpimg_L12387-1_T72-Mitoxantrone-0822-therapeutic_S47_R2_001.fastq.gz,
mpimg_L12387-1_T72-Mitoxantrone-0822-therapeutic_S47_R2_001.fastq.gz.md5,
mpimg_L12388-1_T168-Mitoxantrone-0823-therapeutic_S48_R1_001.fastq.gz,
mpimg_L12388-1_T168-Mitoxantrone-0823-therapeutic_S48_R1_001.fastq.gz.md5,
mpimg_L12388-1_T168-Mitoxantrone-0823-therapeutic_S48_R2_001.fastq.gz,
mpimg_L12388-1_T168-Mitoxantrone-0823-therapeutic_S48_R2_001.fastq.gz.md5,
mpimg_L12389-1_T168-Mitoxantrone-0824-therapeutic_S49_R1_001.fastq.gz,
mpimg_L12389-1_T168-Mitoxantrone-0824-therapeutic_S49_R1_001.fastq.gz.md5,
mpimg_L12389-1_T168-Mitoxantrone-0824-therapeutic_S49_R2_001.fastq.gz,
mpimg_L12389-1_T168-Mitoxantrone-0824-therapeutic_S49_R2_001.fastq.gz.md5,
mpimg_L12390-1_T168-Mitoxantrone-0825-therapeutic_S50_R1_001.fastq.gz,
mpimg_L12390-1_T168-Mitoxantrone-0825-therapeutic_S50_R1_001.fastq.gz.md5,
mpimg_L12390-1_T168-Mitoxantrone-0825-therapeutic_S50_R2_001.fastq.gz,
mpimg_L12390-1_T168-Mitoxantrone-0825-therapeutic_S50_R2_001.fastq.gz.md5,
mpimg_L12406-1_T72-Mitoxantrone-0841-toxic_S51_R1_001.fastq.gz,
mpimg_L12406-1_T72-Mitoxantrone-0841-toxic_S51_R1_001.fastq.gz.md5,
mpimg_L12406-1_T72-Mitoxantrone-0841-toxic_S51_R2_001.fastq.gz,
mpimg_L12406-1_T72-Mitoxantrone-0841-toxic_S51_R2_001.fastq.gz.md5,
mpimg_L12407-1_T72-Mitoxantrone-0842-toxic_S52_R1_001.fastq.gz,
mpimg_L12407-1_T72-Mitoxantrone-0842-toxic_S52_R1_001.fastq.gz.md5,
mpimg_L12407-1_T72-Mitoxantrone-0842-toxic_S52_R2_001.fastq.gz,
mpimg_L12407-1_T72-Mitoxantrone-0842-toxic_S52_R2_001.fastq.gz.md5,
mpimg_L12408-1_T72-Mitoxantrone-0843-toxic_S53_R1_001.fastq.gz,
mpimg_L12408-1_T72-Mitoxantrone-0843-toxic_S53_R1_001.fastq.gz.md5,
mpimg_L12408-1_T72-Mitoxantrone-0843-toxic_S53_R2_001.fastq.gz,
mpimg_L12408-1_T72-Mitoxantrone-0843-toxic_S53_R2_001.fastq.gz.md5,
mpimg_L12409-1_T168-Mitoxantrone-0844-toxic_S2_R1_001.fastq.gz,
mpimg_L12409-1_T168-Mitoxantrone-0844-toxic_S2_R1_001.fastq.gz.md5,
mpimg_L12409-1_T168-Mitoxantrone-0844-toxic_S2_R2_001.fastq.gz,
mpimg_L12409-1_T168-Mitoxantrone-0844-toxic_S2_R2_001.fastq.gz.md5,
mpimg_L12410-1_T168-Mitoxantrone-0845-toxic_S3_R1_001.fastq.gz,
mpimg_L12410-1_T168-Mitoxantrone-0845-toxic_S3_R1_001.fastq.gz.md5,
mpimg_L12410-1_T168-Mitoxantrone-0845-toxic_S3_R2_001.fastq.gz,
mpimg_L12410-1_T168-Mitoxantrone-0845-toxic_S3_R2_001.fastq.gz.md5,
mpimg_L12411-1_T168-Mitoxantrone-0846-toxic_S4_R1_001.fastq.gz,
mpimg_L12411-1_T168-Mitoxantrone-0846-toxic_S4_R1_001.fastq.gz.md5,
mpimg_L12411-1_T168-Mitoxantrone-0846-toxic_S4_R2_001.fastq.gz,
mpimg_L12411-1_T168-Mitoxantrone-0846-toxic_S4_R2_001.fastq.gz.md5,
